path,composition,task_order,replicate_id,same,cross
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,game_myth,2,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,game_myth,3,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,game_myth,4,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,0,22,18
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,1,26,14
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,2,24,16
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,3,22,18
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,4,24,16
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,0,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,1,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,2,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,3,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_004_neutral_rep04_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,4,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_000_neutral_rep00_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,myth_game,0,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_001_neutral_rep01_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,myth_game,1,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,myth_game,2,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,myth_game,3,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,myth_game,4,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,myth_game,0,22,18
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,myth_game,1,26,14
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,myth_game,2,24,16
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,myth_game,3,22,18
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,myth_game,4,24,16
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,myth_game,0,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,myth_game,1,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,myth_game,2,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,myth_game,3,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_004_neutral_rep04_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,myth_game,4,18,22
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt1_sonnet7_n5_000_neutral_rep00_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,myth_game,0,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt1_sonnet7_n5_001_neutral_rep01_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,myth_game,1,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt1_sonnet7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,myth_game,2,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt1_sonnet7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,myth_game,3,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt1_sonnet7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,myth_game,4,30,10
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt2_sonnet6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,myth_game,0,22,18
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,myth_game,1,26,14
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,myth_game,2,24,16
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,myth_game,3,22,18
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,myth_game,4,24,16
