path,composition,minority,minority_count,majority,mixed,task_order,replicate_id,round,sender,receiver,sender_family,receiver_family,pair_type,sent,received,returned,return_proportion,zero_receipt
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_000_neutral_rep00.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,0,9,Agent_4,Agent_6,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_000_neutral_rep00.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,0,10,Agent_5,Agent_8,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_000_neutral_rep00.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,0,10,Agent_1,Agent_2,Gemini,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_000_neutral_rep00.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,0,10,Agent_6,Agent_4,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_000_neutral_rep00.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,0,10,Agent_3,Agent_7,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,1,Agent_6,Agent_2,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,1,Agent_3,Agent_8,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,1,Agent_1,Agent_5,Gemini,GPT,cross,5.0,15.0,0.0,0.0,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,1,Agent_7,Agent_4,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,2,Agent_2,Agent_7,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,2,Agent_8,Agent_1,GPT,Gemini,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,2,Agent_4,Agent_6,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,2,Agent_5,Agent_3,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,3,Agent_8,Agent_6,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,3,Agent_5,Agent_2,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,3,Agent_1,Agent_3,Gemini,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,3,Agent_7,Agent_4,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,4,Agent_2,Agent_8,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,4,Agent_6,Agent_1,GPT,Gemini,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,4,Agent_4,Agent_5,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,4,Agent_3,Agent_7,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,5,Agent_7,Agent_8,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,5,Agent_5,Agent_4,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,5,Agent_2,Agent_1,GPT,Gemini,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,5,Agent_3,Agent_6,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,6,Agent_8,Agent_5,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,6,Agent_4,Agent_2,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,6,Agent_1,Agent_3,Gemini,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,6,Agent_6,Agent_7,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,7,Agent_1,Agent_4,Gemini,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,7,Agent_8,Agent_7,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,7,Agent_6,Agent_5,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,7,Agent_3,Agent_2,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,8,Agent_4,Agent_8,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,8,Agent_2,Agent_1,GPT,Gemini,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_001_neutral_rep01.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,1,8,Agent_7,Agent_3,GPT,GPT,same,0.0,0.0,0.0,,1.0
