path,composition,minority,minority_count,majority,mixed,task_order,replicate_id,agent_id,family,is_minority,final_balance
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_002_neutral_rep02.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,2,Agent_5,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_002_neutral_rep02.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,2,Agent_6,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_002_neutral_rep02.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,2,Agent_7,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_002_neutral_rep02.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,2,Agent_8,GPT,False,40.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_003_neutral_rep03.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,3,Agent_1,Gemini,True,20.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_003_neutral_rep03.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,3,Agent_2,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_003_neutral_rep03.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,3,Agent_3,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_003_neutral_rep03.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,3,Agent_4,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_003_neutral_rep03.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,3,Agent_5,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_003_neutral_rep03.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,3,Agent_6,GPT,False,40.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_003_neutral_rep03.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,3,Agent_7,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_003_neutral_rep03.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,3,Agent_8,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_004_neutral_rep04.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,4,Agent_1,Gemini,True,23.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_004_neutral_rep04.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,4,Agent_2,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_004_neutral_rep04.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,4,Agent_3,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_004_neutral_rep04.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,4,Agent_4,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_004_neutral_rep04.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,4,Agent_5,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_004_neutral_rep04.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,4,Agent_6,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_004_neutral_rep04.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,4,Agent_7,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini1_gpt7_n5_004_neutral_rep04.json,1 Gemini + 7 GPT,Gemini,1,GPT,True,game,4,Agent_8,GPT,False,31.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,0,Agent_1,Gemini,True,24.54
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,0,Agent_2,Gemini,True,20.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,0,Agent_3,GPT,False,40.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,0,Agent_4,GPT,False,22.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,0,Agent_5,GPT,False,34.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,0,Agent_6,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,0,Agent_7,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,0,Agent_8,GPT,False,35.46
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,1,Agent_1,Gemini,True,44.42
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,1,Agent_2,Gemini,True,25.73
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,1,Agent_3,GPT,False,41.21
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,1,Agent_4,GPT,False,44.45
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,1,Agent_5,GPT,False,35.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,1,Agent_6,GPT,False,65.06
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,1,Agent_7,GPT,False,41.39
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,1,Agent_8,GPT,False,42.74
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,2,Agent_1,Gemini,True,20.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,2,Agent_2,Gemini,True,20.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,2,Agent_3,GPT,False,40.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,2,Agent_4,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,2,Agent_5,GPT,False,34.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,2,Agent_6,GPT,False,25.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,2,Agent_7,GPT,False,22.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,2,Agent_8,GPT,False,40.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,3,Agent_1,Gemini,True,23.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,3,Agent_2,Gemini,True,20.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,3,Agent_3,GPT,False,23.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,3,Agent_4,GPT,False,40.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,3,Agent_5,GPT,False,34.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,3,Agent_6,GPT,False,31.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,3,Agent_7,GPT,False,31.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,3,Agent_8,GPT,False,22.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,4,Agent_1,Gemini,True,33.68
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,4,Agent_2,Gemini,True,53.60000000000001
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,4,Agent_3,GPT,False,37.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,4,Agent_4,GPT,False,56.45
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,4,Agent_5,GPT,False,35.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,4,Agent_6,GPT,False,38.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,4,Agent_7,GPT,False,36.88
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,Gemini,2,GPT,True,game,4,Agent_8,GPT,False,57.38999999999999
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_000_neutral_rep00.json,4 Gemini + 4 GPT,Gemini,4,GPT,True,game,0,Agent_1,Gemini,True,59.245000000000005
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_000_neutral_rep00.json,4 Gemini + 4 GPT,Gemini,4,GPT,True,game,0,Agent_2,Gemini,True,57.935
