path,composition,mixed,first_sender_family,task_order,replicate_id,round,sender_family,receiver_family,sent,received,returned,return_proportion,zero_receipt,sender_payoff,receiver_payoff,balance_Agent_1,balance_Agent_2,family_Agent_1,family_Agent_2,total_balance
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,1,Gemini,GPT,5.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,Gemini,GPT,15.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,2,GPT,Gemini,0.0,0.0,0.0,,1.0,5.0,0.0,0.0,20.0,Gemini,GPT,20.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,3,Gemini,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,20.0,Gemini,GPT,25.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,4,GPT,Gemini,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,25.0,Gemini,GPT,30.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,5,Gemini,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,10.0,25.0,Gemini,GPT,35.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,6,GPT,Gemini,0.0,0.0,0.0,,1.0,5.0,0.0,10.0,30.0,Gemini,GPT,40.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,7,Gemini,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,15.0,30.0,Gemini,GPT,45.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,8,GPT,Gemini,0.0,0.0,0.0,,1.0,5.0,0.0,15.0,35.0,Gemini,GPT,50.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,9,Gemini,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,20.0,35.0,Gemini,GPT,55.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,Gemini,game,4,10,GPT,Gemini,0.0,0.0,0.0,,1.0,5.0,0.0,20.0,40.0,Gemini,GPT,60.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,1,Gemini,Sonnet,5.0,15.0,7.0,0.4666666666666667,0.0,7.0,8.0,7.0,8.0,Gemini,Sonnet,15.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,2,Sonnet,Gemini,4.0,12.0,5.24,0.4366666666666667,0.0,6.24,6.76,13.76,14.24,Gemini,Sonnet,28.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,3,Gemini,Sonnet,5.0,15.0,7.0,0.4666666666666667,0.0,7.0,8.0,20.759999999999998,22.240000000000002,Gemini,Sonnet,43.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,4,Sonnet,Gemini,4.0,12.0,4.56,0.37999999999999995,0.0,5.56,7.44,28.2,27.8,Gemini,Sonnet,56.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,5,Gemini,Sonnet,5.0,15.0,7.0,0.4666666666666667,0.0,7.0,8.0,35.2,35.8,Gemini,Sonnet,71.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,6,Sonnet,Gemini,4.0,12.0,4.89,0.4075,0.0,5.89,7.11,42.31,41.69,Gemini,Sonnet,84.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,7,Gemini,Sonnet,5.0,15.0,7.0,0.4666666666666667,0.0,7.0,8.0,49.31,49.69,Gemini,Sonnet,99.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,8,Sonnet,Gemini,4.0,12.0,5.52,0.45999999999999996,0.0,6.52,6.48,55.790000000000006,56.209999999999994,Gemini,Sonnet,112.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,9,Gemini,Sonnet,5.0,15.0,7.0,0.4666666666666667,0.0,7.0,8.0,62.790000000000006,64.21,Gemini,Sonnet,127.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,Gemini,game,1,10,Sonnet,Gemini,4.0,12.0,4.59,0.3825,0.0,5.59,7.41,70.2,69.8,Gemini,Sonnet,140.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,1,Gemini,Sonnet,5.0,15.0,6.0,0.4,0.0,6.0,9.0,6.0,9.0,Gemini,Sonnet,15.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,2,Sonnet,Gemini,4.0,12.0,5.52,0.45999999999999996,0.0,6.52,6.48,12.48,15.52,Gemini,Sonnet,28.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,3,Gemini,Sonnet,5.0,15.0,7.0,0.4666666666666667,0.0,7.0,8.0,19.48,23.52,Gemini,Sonnet,43.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,4,Sonnet,Gemini,4.5,13.5,5.52,0.40888888888888886,0.0,6.02,7.98,27.46,29.54,Gemini,Sonnet,57.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,5,Gemini,Sonnet,5.0,15.0,6.5,0.43333333333333335,0.0,6.5,8.5,33.96,38.04,Gemini,Sonnet,72.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,6,Sonnet,Gemini,4.25,12.75,6.27,0.4917647058823529,0.0,7.02,6.48,40.44,45.06,Gemini,Sonnet,85.5
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,7,Gemini,Sonnet,5.0,15.0,6.7,0.44666666666666666,0.0,6.7,8.3,47.14,53.36,Gemini,Sonnet,100.5
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,8,Sonnet,Gemini,4.3,12.899999999999999,5.96,0.462015503875969,0.0,6.66,6.939999999999999,54.08,60.019999999999996,Gemini,Sonnet,114.1
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,9,Gemini,Sonnet,5.0,15.0,6.75,0.45,0.0,6.75,8.25,60.83,68.27,Gemini,Sonnet,129.1
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,Gemini,game,3,10,Sonnet,Gemini,4.0,12.0,5.46,0.455,0.0,6.46,6.54,67.37,74.72999999999999,Gemini,Sonnet,142.1
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,1,Gemini,Sonnet,5.0,15.0,6.66,0.444,0.0,6.66,8.34,6.66,8.34,Gemini,Sonnet,15.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,2,Sonnet,Gemini,4.44,13.32,6.48,0.4864864864864865,0.0,7.04,6.84,13.5,15.379999999999999,Gemini,Sonnet,28.88
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,3,Gemini,Sonnet,5.0,15.0,7.19,0.47933333333333333,0.0,7.19,7.81,20.69,23.189999999999998,Gemini,Sonnet,43.879999999999995
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,4,Sonnet,Gemini,4.8,14.399999999999999,6.72,0.4666666666666667,0.0,6.92,7.679999999999999,28.37,30.11,Gemini,Sonnet,58.480000000000004
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,5,Gemini,Sonnet,5.0,15.0,7.32,0.48800000000000004,0.0,7.32,7.68,35.69,37.79,Gemini,Sonnet,73.47999999999999
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,6,Sonnet,Gemini,4.85,14.549999999999999,6.42,0.4412371134020619,0.0,6.57,8.129999999999999,43.81999999999999,44.36,Gemini,Sonnet,88.17999999999999
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,7,Gemini,Sonnet,5.0,15.0,6.35,0.4233333333333333,0.0,6.35,8.65,50.169999999999995,53.01,Gemini,Sonnet,103.17999999999999
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,8,Sonnet,Gemini,4.8,14.399999999999999,5.73,0.39791666666666675,0.0,5.930000000000001,8.669999999999998,58.83999999999999,58.94,Gemini,Sonnet,117.77999999999999
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,9,Gemini,Sonnet,5.0,15.0,7.4,0.49333333333333335,0.0,7.4,7.6,66.24,66.53999999999999,Gemini,Sonnet,132.77999999999997
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,Gemini,game,5,10,Sonnet,Gemini,4.8,14.399999999999999,6.68,0.4638888888888889,0.0,6.88,7.719999999999999,73.96,73.41999999999999,Gemini,Sonnet,147.38
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_000_neutral_rep01.json,Gemini+GPT,True,GPT,game,1,1,GPT,Gemini,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,0.0,GPT,Gemini,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_000_neutral_rep01.json,Gemini+GPT,True,GPT,game,1,2,Gemini,GPT,5.0,15.0,8.47,0.5646666666666668,0.0,8.47,6.529999999999999,11.53,8.47,GPT,Gemini,20.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_000_neutral_rep01.json,Gemini+GPT,True,GPT,game,1,3,GPT,Gemini,5.0,15.0,6.74,0.44933333333333336,0.0,6.74,8.26,18.27,16.73,GPT,Gemini,35.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_000_neutral_rep01.json,Gemini+GPT,True,GPT,game,1,4,Gemini,GPT,5.0,15.0,0.68,0.04533333333333334,0.0,0.68,14.32,32.59,17.41,GPT,Gemini,50.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_000_neutral_rep01.json,Gemini+GPT,True,GPT,game,1,5,GPT,Gemini,0.0,0.0,0.0,,1.0,5.0,0.0,37.59,17.41,GPT,Gemini,55.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_000_neutral_rep01.json,Gemini+GPT,True,GPT,game,1,6,Gemini,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,37.59,22.41,GPT,Gemini,60.0
