path,composition,mixed,task_order,replicate_id,family,metric,n_decisions,value
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,game,5,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_002_neutral_rep05.json,Sonnet+Gemini,True,game,5,Sonnet,sent,5,4.738
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_000_neutral_rep01.json,Gemini+GPT,True,game,1,GPT,sent,5,1.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_000_neutral_rep01.json,Gemini+GPT,True,game,1,Gemini,sent,5,2.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_001_neutral_rep03.json,Gemini+GPT,True,game,3,GPT,sent,5,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_001_neutral_rep03.json,Gemini+GPT,True,game,3,Gemini,sent,5,1.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_002_neutral_rep05.json,Gemini+GPT,True,game,5,GPT,sent,5,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_gemini_n3_002_neutral_rep05.json,Gemini+GPT,True,game,5,Gemini,sent,5,1.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_000_neutral_rep01.json,Sonnet+GPT,True,game,1,GPT,sent,5,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_000_neutral_rep01.json,Sonnet+GPT,True,game,1,Sonnet,sent,5,0.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,True,game,3,GPT,sent,5,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,True,game,3,Sonnet,sent,5,0.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,True,game,5,GPT,sent,5,2.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,True,game,5,Sonnet,sent,5,2.2
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,0,GPT,sent,5,4.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,0,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,2,GPT,sent,5,4.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,2,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,4,GPT,sent,5,4.8
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,4,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,1,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,1,Sonnet,sent,5,4.8
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,3,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,3,Sonnet,sent,5,4.55
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,5,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,5,Sonnet,sent,5,4.648000000000001
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_gemini_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,1,GPT,sent,5,3.2039999999999997
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_gemini_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,1,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_gemini_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,3,GPT,sent,5,3.8
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_gemini_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,3,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_gemini_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,5,GPT,sent,5,4.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_gemini_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Gemini+GPT,True,game_myth,5,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,1,GPT,sent,5,4.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,1,Sonnet,sent,5,4.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,3,GPT,sent,5,3.5
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,3,Sonnet,sent,5,4.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,5,GPT,sent,5,3.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gpt_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,5,Sonnet,sent,5,4.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gemini_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,0,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gemini_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,0,Sonnet,sent,5,4.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gemini_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,2,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gemini_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,2,Sonnet,sent,5,4.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gemini_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,4,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gemini_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+Gemini,True,game_myth,4,Sonnet,sent,5,4.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,0,GPT,sent,5,4.2
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,0,Sonnet,sent,5,3.6799999999999997
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,2,GPT,sent,5,3.8
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,2,Sonnet,sent,5,3.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,4,GPT,sent,5,0.42400000000000004
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,True,game_myth,4,Sonnet,sent,5,0.9400000000000001
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,True,game,0,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,True,game,0,Sonnet,sent,5,4.1
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,game,2,Gemini,sent,5,4.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,game,2,Sonnet,sent,5,3.46
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,game,4,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,game,4,Sonnet,sent,5,4.21
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,game,0,GPT,sent,5,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,game,0,Sonnet,sent,5,1.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,game,2,GPT,sent,5,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,game,2,Sonnet,sent,5,1.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,game,4,GPT,sent,5,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,game,4,Sonnet,sent,5,1.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,0,GPT,sent,5,4.924
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,0,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,2,GPT,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,2,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,4,GPT,sent,5,4.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,4,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,1,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,1,Sonnet,sent,5,4.92
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,3,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,3,Sonnet,sent,5,4.8
