path,composition,mixed,minority,minority_count,majority,task_order,replicate_id,family,metric,n_decisions,value
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,0,GPT,sent,30,0.1
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_000_neutral_rep00.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,0,Gemini,sent,10,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,1,GPT,sent,30,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_001_neutral_rep01.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,1,Gemini,sent,10,4.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,2,GPT,sent,30,0.1
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_002_neutral_rep02.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,2,Gemini,sent,10,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,3,GPT,sent,30,0.16666666666666666
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_003_neutral_rep03.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,3,Gemini,sent,10,0.7
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,4,GPT,sent,30,1.4333333333333333
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini2_gpt6_n5_004_neutral_rep04.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game,4,Gemini,sent,10,3.1
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_000_neutral_rep00.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,0,GPT,sent,20,2.7
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_000_neutral_rep00.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,0,Gemini,sent,20,3.75
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_001_neutral_rep01.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,1,GPT,sent,20,2.4
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_001_neutral_rep01.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,1,Gemini,sent,20,3.375
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_002_neutral_rep02.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,2,GPT,sent,20,3.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_002_neutral_rep02.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,2,Gemini,sent,20,3.75
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_003_neutral_rep03.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,3,GPT,sent,20,1.5
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_003_neutral_rep03.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,3,Gemini,sent,20,3.75
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_004_neutral_rep04.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,4,GPT,sent,20,0.75
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gemini4_gpt4_n5_004_neutral_rep04.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game,4,Gemini,sent,20,3.75
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_000_neutral_rep00.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,0,GPT,sent,5,3.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_000_neutral_rep00.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,0,Sonnet,sent,35,2.6285714285714286
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_001_neutral_rep01.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,1,GPT,sent,5,2.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_001_neutral_rep01.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,1,Sonnet,sent,35,2.6285714285714286
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_002_neutral_rep02.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,2,GPT,sent,5,4.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_002_neutral_rep02.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,2,Sonnet,sent,35,2.7285714285714286
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_003_neutral_rep03.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,3,GPT,sent,5,4.6
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_003_neutral_rep03.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,3,Sonnet,sent,35,3.0714285714285716
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_004_neutral_rep04.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,4,GPT,sent,5,2.444
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt1_sonnet7_n5_004_neutral_rep04.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game,4,Sonnet,sent,35,2.942857142857143
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_000_neutral_rep00.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,0,GPT,sent,10,0.5
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_000_neutral_rep00.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,0,Sonnet,sent,30,1.5333333333333334
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_001_neutral_rep01.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,1,GPT,sent,10,0.5
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_001_neutral_rep01.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,1,Sonnet,sent,30,2.4166666666666665
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_002_neutral_rep02.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,2,GPT,sent,10,0.5
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_002_neutral_rep02.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,2,Sonnet,sent,30,1.75
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,3,GPT,sent,10,3.3
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,3,Sonnet,sent,30,2.5833333333333335
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,4,GPT,sent,10,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game,4,Sonnet,sent,30,2.25
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,0,GPT,sent,20,0.576
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,0,Sonnet,sent,20,1.15
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_001_neutral_rep01.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,1,GPT,sent,20,0.25
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_001_neutral_rep01.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,1,Sonnet,sent,20,0.825
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_002_neutral_rep02.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,2,GPT,sent,20,2.65
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_002_neutral_rep02.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,2,Sonnet,sent,20,2.125
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_003_neutral_rep03.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,3,GPT,sent,20,1.675
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_003_neutral_rep03.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,3,Sonnet,sent,20,2.275
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_004_neutral_rep04.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,4,GPT,sent,20,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_004_neutral_rep04.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game,4,Sonnet,sent,20,2.425
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_000_neutral_rep00_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,0,GPT,sent,35,3.844
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_000_neutral_rep00_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,0,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_001_neutral_rep01_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,1,GPT,sent,35,1.3151428571428572
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_001_neutral_rep01_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,1,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,2,GPT,sent,35,1.1885714285714286
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,2,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,3,GPT,sent,35,3.017714285714286
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,3,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,4,GPT,sent,35,2.6285714285714286
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini1_gpt7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,game_myth,4,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,0,GPT,sent,30,2.533333333333333
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,0,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,1,GPT,sent,30,2.8
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,1,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,2,GPT,sent,30,2.2333333333333334
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,2,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,3,GPT,sent,30,3.25
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,3,Gemini,sent,10,4.5
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,4,GPT,sent,30,3.4
