path,model,model_id,population,num_agents,condition,condition_label,treatment,treatment_label,replicate_id,round,sender_id,receiver_id,receiver_type,received,returned,return_proportion,zero_receipt,response_source,forced_receiver_decision
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,1,Agent_1,Agent_2,standard,9.0,4.5,0.5,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,2,Agent_2,Agent_1,standard,8.25,3.5,0.42424242424242425,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,3,Agent_1,Agent_2,standard,9.0,4.0,0.4444444444444444,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,4,Agent_2,Agent_1,standard,7.5,2.1,0.28,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,5,Agent_1,Agent_2,standard,7.5,3.5,0.4666666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,6,Agent_2,Agent_1,standard,7.5,2.3,0.30666666666666664,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,7,Agent_1,Agent_2,standard,8.25,3.0,0.36363636363636365,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,8,Agent_2,Agent_1,standard,7.5,2.4,0.32,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,9,Agent_1,Agent_2,standard,7.5,3.5,0.4666666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,1,10,Agent_2,Agent_1,standard,7.5,1.8,0.24000000000000002,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,1,Agent_1,Agent_2,standard,9.0,4.5,0.5,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,2,Agent_2,Agent_1,standard,9.0,4.5,0.5,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,3,Agent_1,Agent_2,standard,9.0,3.25,0.3611111111111111,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,4,Agent_2,Agent_1,standard,9.0,3.25,0.3611111111111111,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,5,Agent_1,Agent_2,standard,9.0,3.2,0.35555555555555557,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,6,Agent_2,Agent_1,standard,9.0,3.5,0.3888888888888889,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,7,Agent_1,Agent_2,standard,9.0,3.75,0.4166666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,8,Agent_2,Agent_1,standard,9.0,3.75,0.4166666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,9,Agent_1,Agent_2,standard,9.0,3.55,0.39444444444444443,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,2,10,Agent_2,Agent_1,standard,9.0,3.65,0.40555555555555556,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,1,Agent_1,Agent_2,standard,9.0,2.5,0.2777777777777778,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,2,Agent_2,Agent_1,standard,6.0,2.5,0.4166666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,3,Agent_1,Agent_2,standard,7.5,2.5,0.3333333333333333,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,4,Agent_2,Agent_1,standard,6.0,1.75,0.2916666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,5,Agent_1,Agent_2,standard,6.0,1.65,0.27499999999999997,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,6,Agent_2,Agent_1,standard,6.0,2.9,0.48333333333333334,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,7,Agent_1,Agent_2,standard,4.5,1.2,0.26666666666666666,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,8,Agent_2,Agent_1,standard,6.0,2.5,0.4166666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,9,Agent_1,Agent_2,standard,6.0,2.0,0.3333333333333333,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,3,10,Agent_2,Agent_1,standard,6.0,2.46,0.41,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,1,Agent_1,Agent_2,standard,9.0,3.6,0.4,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,2,Agent_2,Agent_1,standard,7.5,3.0,0.4,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,3,Agent_1,Agent_2,standard,7.5,2.0,0.26666666666666666,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,4,Agent_2,Agent_1,standard,6.75,3.0,0.4444444444444444,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,5,Agent_1,Agent_2,standard,6.0,1.75,0.2916666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,6,Agent_2,Agent_1,standard,6.0,3.0,0.5,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,7,Agent_1,Agent_2,standard,6.0,1.9,0.31666666666666665,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,8,Agent_2,Agent_1,standard,5.25,2.5,0.47619047619047616,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,9,Agent_1,Agent_2,standard,6.0,1.4,0.2333333333333333,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,control,No forced defection,4,10,Agent_2,Agent_1,standard,4.5,1.2,0.26666666666666666,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_005_neutral_rep00.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,random25,25% random defection,0,1,Agent_1,Agent_2,standard,9.0,3.5,0.3888888888888889,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_005_neutral_rep00.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,random25,25% random defection,0,2,Agent_2,Agent_1,standard,9.0,0.0,0.0,0.0,random_defection_forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_005_neutral_rep00.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,random25,25% random defection,0,3,Agent_1,Agent_2,standard,0.0,0.0,,1.0,random_defection_forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_005_neutral_rep00.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,random25,25% random defection,0,4,Agent_2,Agent_1,standard,4.5,2.0,0.4444444444444444,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_005_neutral_rep00.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,random25,25% random defection,0,5,Agent_1,Agent_2,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_005_neutral_rep00.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,random25,25% random defection,0,6,Agent_2,Agent_1,standard,7.5,3.5,0.4666666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_005_neutral_rep00.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,random25,25% random defection,0,7,Agent_1,Agent_2,standard,7.5,3.5,0.4666666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_005_neutral_rep00.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game,Game only,random25,25% random defection,0,8,Agent_2,Agent_1,standard,7.5,0.0,0.0,0.0,random_defection_forced_zero,1.0
